"gene_symbol","gene_biotype","seqnames","start","end","strand","domain_start","domain_end","domain_width","promoter_h3k4me3","domain_h3k4me3","promoter_h3k27ac","domain_h3k27ac","promoter_ctcf","domain_ctcf","distal_h3k27ac","regulatory_class"
"SNRNP40","protein_coding","NC_058375.1",23593237,23626924,"-",23626799,23627469,671,1,1,2,2,2,2,0,"active_promoter"
"ZCCHC17","protein_coding","NC_058375.1",23627049,23688937,"+",23626799,23627469,671,1,1,2,2,2,2,0,"active_promoter"
"FABP3","protein_coding","NC_058375.1",23689683,23707320,"-",23697159,23712888,15730,1,2,1,5,0,2,4,"active_promoter"
"SERINC2","protein_coding","NC_058375.1",23725675,23749185,"+",23712888,23761658,48771,0,1,0,3,0,2,3,"distal_enhancer_only"
"LOC101101148","protein_coding","NC_058375.1",23781646,23789987,"+",23763879,23792206,28328,0,0,0,0,0,2,0,"no_active_mark"
"TINAGL1","protein_coding","NC_058375.1",23813908,23823968,"+",23804873,23814168,9296,1,1,0,0,1,2,0,"primed_promoter"
"HCRTR1","protein_coding","NC_058375.1",23851879,23860824,"+",23828731,23852487,23757,1,1,0,0,1,2,0,"primed_promoter"
"PEF1","protein_coding","NC_058375.1",23863083,23879251,"-",23878782,23897459,18678,1,1,1,2,1,2,1,"active_promoter"
"COL16A1","protein_coding","NC_058375.1",23885627,23935767,"-",23916042,23946011,29970,1,2,1,3,0,2,2,"active_promoter"
"LOC109502205","lncRNA","NC_058375.1",23903012,23911303,"+",23901129,23903293,2165,0,0,1,1,2,2,0,"no_active_mark"
"ADGRB2","protein_coding","NC_058375.1",23957648,23994039,"-",23992642,23994215,1574,1,1,2,2,2,2,0,"active_promoter"
"LOC109502207","lncRNA","NC_058375.1",23998000,24003262,"-",23995220,24018761,23542,1,2,0,3,0,2,3,"primed_promoter"
"SPOCD1","protein_coding","NC_058375.1",24019897,24043872,"-",24018761,24043891,25131,1,2,1,4,2,2,3,"active_promoter"
"LOC102900721","lncRNA","NC_058375.1",24051651,24061846,"-",24044867,24137328,92462,1,2,1,5,0,2,4,"active_promoter"
"PTP4A2","protein_coding","NC_058375.1",24105342,24137698,"-",24137328,24138609,1282,1,1,1,1,2,2,0,"active_promoter"
"KHDRBS1","protein_coding","NC_058375.1",24193039,24230870,"+",24185860,24193290,7431,1,1,2,2,1,2,0,"active_promoter"
"TMEM39B","protein_coding","NC_058375.1",24239513,24258146,"+",24237192,24239552,2361,1,1,1,1,1,2,0,"active_promoter"
"KPNA6","protein_coding","NC_058375.1",24261400,24327826,"+",24239552,24262384,22833,1,2,1,2,1,2,1,"active_promoter"
"TXLNA","protein_coding","NC_058375.1",24330491,24345375,"+",24262384,24331246,68863,1,2,1,3,1,2,2,"active_promoter"
"CCDC28B","protein_coding","NC_058375.1",24347825,24352132,"+",24341707,24348369,6663,1,1,2,2,1,2,0,"active_promoter"
"IQCC","protein_coding","NC_058375.1",24352352,24355071,"+",24352238,24359882,7645,1,1,1,1,1,2,0,"active_promoter"
"DCDC2B","protein_coding","NC_058375.1",24355219,24360214,"+",24352238,24359882,7645,1,1,1,1,0,2,0,"active_promoter"
"TMEM234","protein_coding","NC_058375.1",24360215,24367660,"-",24359882,24367826,7945,1,1,1,1,1,2,0,"active_promoter"
"EIF3I","protein_coding","NC_058375.1",24367561,24375246,"+",24359882,24367826,7945,1,1,1,1,1,2,0,"active_promoter"
"LOC101081743","protein_coding","NC_058375.1",24375319,24381302,"-",24380055,24381702,1648,2,1,2,1,1,2,0,"active_promoter"
"FAM167B","protein_coding","NC_058375.1",24383349,24384733,"+",24381702,24384294,2593,2,2,2,2,1,2,0,"active_promoter"
"LCK","protein_coding","NC_058375.1",24386458,24407540,"+",24384885,24392914,8030,1,1,2,2,2,2,0,"active_promoter"
"HDAC1","protein_coding","NC_058375.1",24411217,24442646,"+",24409039,24444287,35249,1,2,1,2,0,2,1,"active_promoter"
"MARCKSL1","protein_coding","NC_058375.1",24442846,24445244,"-",24444714,24457356,12643,1,2,1,2,1,2,1,"active_promoter"
"LOC123379552","lncRNA","NC_058375.1",24445931,24450484,"-",24444714,24457356,12643,0,2,0,2,0,2,2,"distal_enhancer_only"
"FAM229A","protein_coding","NC_058375.1",24466071,24467062,"-",24461910,24467216,5307,1,1,0,0,1,2,0,"primed_promoter"
"TSSK3","protein_coding","NC_058375.1",24467096,24469118,"+",24461910,24467216,5307,1,1,0,0,1,2,0,"primed_promoter"
"BSDC1","protein_coding","NC_058375.1",24469685,24494857,"-",24467216,24499498,32283,1,2,1,1,0,2,0,"active_promoter"
"ZBTB8B","protein_coding","NC_058375.1",24494855,24537437,"+",24467216,24499498,32283,1,2,1,1,0,2,0,"active_promoter"
"ZBTB8A","protein_coding","NC_058375.1",24581838,24651379,"+",24581821,24582550,730,1,1,1,1,2,2,0,"active_promoter"
"ZBTB8OS","protein_coding","NC_058375.1",24658175,24680100,"-",24661922,24680465,18544,1,1,1,1,1,2,0,"active_promoter"
"RBBP4","protein_coding","NC_058375.1",24680288,24701183,"+",24661922,24680465,18544,1,1,1,1,1,2,0,"active_promoter"
"SYNC","protein_coding","NC_058375.1",24700633,24717191,"-",24716810,24722766,5957,1,2,1,2,1,2,1,"active_promoter"
"LOC123379554","lncRNA","NC_058375.1",24728400,24733836,"-",24728628,24742315,13688,0,1,2,6,0,2,4,"distal_enhancer_only"
"KIAA1522","protein_coding","NC_058375.1",24744980,24772527,"+",24744703,24745660,958,1,1,1,1,1,2,0,"active_promoter"
"YARS1","protein_coding","NC_058375.1",24772826,24802340,"-",24771299,24802874,31576,1,1,1,2,1,2,1,"active_promoter"
"S100PBP","protein_coding","NC_058375.1",24792069,24839997,"+",24771299,24802874,31576,0,1,0,2,0,2,2,"distal_enhancer_only"
"FNDC5","protein_coding","NC_058375.1",24843046,24850625,"-",24811772,24852806,41035,1,1,0,0,1,2,0,"primed_promoter"
"HPCA","protein_coding","NC_058375.1",24864961,24873335,"+",24857164,24865303,8140,1,1,0,0,1,2,0,"primed_promoter"
"TMEM54","protein_coding","NC_058375.1",24873286,24879520,"-",24871671,24879552,7882,1,1,1,1,1,2,0,"active_promoter"
"LOC123379555","lncRNA","NC_058375.1",24883962,24891604,"+",24879552,24884332,4781,0,1,1,2,1,2,1,"distal_enhancer_only"
"LOC111562195","snRNA","NC_058375.1",24898034,24898195,"+",24884332,24899651,15320,0,0,0,2,0,2,2,"distal_enhancer_only"
"RNF19B","protein_coding","NC_058375.1",24910592,24931122,"-",24930940,24931687,748,1,1,2,1,2,2,0,"active_promoter"
"LOC111562063","snRNA","NC_058375.1",24935527,24935633,"-",24931687,24937760,6074,1,2,1,3,1,2,2,"active_promoter"
"AK2","protein_coding","NC_058375.1",24969420,24990230,"-",24990101,24997554,7454,1,1,2,3,1,2,1,"active_promoter"
"AZIN2","protein_coding","NC_058375.1",25022026,25055630,"+",24997554,25022141,24588,1,1,1,1,1,2,0,"active_promoter"
"LOC109502215","lncRNA","NC_058375.1",25052572,25061779,"-",25061770,25100542,38773,1,2,1,9,1,2,8,"active_promoter"
"TRIM62","protein_coding","NC_058375.1",25073740,25104633,"-",25103711,25113547,9837,1,1,2,2,0,2,0,"active_promoter"
"LOC123379556","lncRNA","NC_058375.1",25079636,25098810,"+",25061770,25100542,38773,0,2,1,9,0,2,8,"distal_enhancer_only"
"LOC109503089","lncRNA","NC_058375.1",25152462,25154168,"+",25127287,25154938,27652,0,0,0,0,0,2,0,"no_active_mark"
"ZNF362","protein_coding","NC_058375.1",25163738,25203835,"+",25163250,25163814,565,1,1,1,1,2,2,0,"active_promoter"
"A3GALT2","protein_coding","NC_058375.1",25207224,25227286,"-",25208019,25229596,21578,3,4,2,4,0,2,2,"active_promoter"
"PHC2","protein_coding","NC_058375.1",25229619,25345883,"-",25291829,25345940,54112,1,1,1,1,1,2,0,"active_promoter"
"LOC109502216","lncRNA","NC_058375.1",25272675,25274382,"+",25271576,25275887,4312,0,0,2,3,1,2,1,"distal_enhancer_only"
"LOC123379557","lncRNA","NC_058375.1",25282944,25288742,"+",25275887,25291829,15943,1,1,0,0,0,2,0,"primed_promoter"
"LOC102902537","lncRNA","NC_058375.1",25350756,25375358,"-",25373563,25375425,1863,1,1,1,1,1,2,0,"active_promoter"
"ZSCAN20","protein_coding","NC_058375.1",25375404,25400972,"+",25373563,25375425,1863,1,1,1,1,2,2,0,"active_promoter"
"CSMD2","protein_coding","NC_058375.1",25415985,26018458,"-",25977849,26100263,122415,1,3,0,0,0,2,0,"primed_promoter"
"LOC111561704","lncRNA","NC_058375.1",25471675,25499429,"+",25454028,25512745,58718,0,0,0,0,0,2,0,"no_active_mark"
"LOC123379558","lncRNA","NC_058375.1",25602284,25605618,"+",25524395,25637392,112998,0,1,0,0,0,2,0,"no_active_mark"
"HMGB4","protein_coding","NC_058375.1",25752430,25753163,"+",25679397,25764662,85266,0,0,0,0,0,2,0,"no_active_mark"
"LOC111561705","lncRNA","NC_058375.1",26025591,26031070,"-",25977849,26100263,122415,1,3,0,0,0,2,0,"primed_promoter"
"CC1H1orf94","protein_coding","NC_058375.1",26031790,26068640,"+",25977849,26100263,122415,1,3,0,0,0,2,0,"primed_promoter"
"GJB5","protein_coding","NC_058375.1",26576880,26580253,"+",26562962,26607991,45030,1,2,0,1,0,2,1,"primed_promoter"
"GJB4","protein_coding","NC_058375.1",26581495,26584143,"+",26562962,26607991,45030,0,2,0,1,0,2,1,"distal_enhancer_only"
"GJB3","protein_coding","NC_058375.1",26601975,26607727,"+",26562962,26607991,45030,1,2,1,1,0,2,0,"active_promoter"
"GJA4","protein_coding","NC_058375.1",26615374,26616869,"+",26614112,26658247,44136,1,1,1,5,1,2,4,"active_promoter"
"SMIM12","protein_coding","NC_058375.1",26668135,26672130,"-",26666837,26672227,5391,1,1,1,1,1,2,0,"active_promoter"
"DLGAP3","protein_coding","NC_058375.1",26676911,26739261,"-",26677969,26784494,106526,1,5,1,3,0,2,2,"active_promoter"
"LOC111561626","protein_coding","NC_058375.1",26776382,26777389,"-",26677969,26784494,106526,1,5,0,3,0,2,3,"primed_promoter"
"TMEM35B","protein_coding","NC_058375.1",26781428,26784691,"-",26784494,26846281,61788,1,3,1,3,1,2,2,"active_promoter"
"LOC109502220","lncRNA","NC_058375.1",26784455,26803782,"+",26677969,26784494,106526,1,5,1,3,1,2,2,"active_promoter"
"ZMYM6","protein_coding","NC_058375.1",26786047,26905467,"-",26876609,26914385,37777,0,0,0,0,0,2,0,"no_active_mark"
"ZMYM1","protein_coding","NC_058375.1",26846613,26872581,"+",26846281,26869436,23156,1,2,1,1,1,2,0,"active_promoter"
"SFPQ","protein_coding","NC_058375.1",26903179,26919961,"-",26919258,26927333,8076,1,1,2,2,1,2,0,"active_promoter"
"LOC123379560","lncRNA","NC_058375.1",26938095,26975573,"-",26974688,27006291,31604,1,1,1,1,1,2,0,"active_promoter"
"ZMYM4","protein_coding","NC_058375.1",26974569,27122102,"+",26927333,26974688,47356,1,2,1,2,1,2,1,"active_promoter"
"LOC111562157","snoRNA","NC_058375.1",27043330,27043432,"-",27006291,27071508,65218,0,0,0,2,0,2,2,"distal_enhancer_only"
"KIAA0319L","protein_coding","NC_058375.1",27136929,27235356,"-",27235095,27242219,7125,1,1,1,1,1,2,0,"active_promoter"
"LOC123379561","lncRNA","NC_058375.1",27147848,27150090,"+",27071508,27156461,84954,0,0,0,0,0,2,0,"no_active_mark"
"NCDN","protein_coding","NC_058375.1",27235439,27244221,"+",27235095,27242219,7125,1,1,1,1,1,2,0,"active_promoter"
"TFAP2E","protein_coding","NC_058375.1",27250716,27267753,"+",27246022,27323024,77003,1,4,0,2,0,2,2,"primed_promoter"
"PSMB2","protein_coding","NC_058375.1",27274356,27307959,"-",27246022,27323024,77003,1,4,1,2,0,2,1,"active_promoter"
"LOC123379562","lncRNA","NC_058375.1",27347633,27366547,"-",27366421,27373050,6630,0,1,0,1,1,2,1,"distal_enhancer_only"
"CC1H1orf216","protein_coding","NC_058375.1",27368257,27373336,"-",27373050,27380808,7759,1,1,1,1,1,2,0,"active_promoter"
"CLSPN","protein_coding","NC_058375.1",27387685,27458099,"-",27457373,27523866,66494,1,2,1,4,0,2,3,"active_promoter"
"LOC109502991","protein_coding","NC_058375.1",27395854,27396569,"-",27380808,27424450,43643,0,1,0,1,0,2,1,"distal_enhancer_only"
"AGO4","protein_coding","NC_058375.1",27457448,27499062,"+",27457373,27523866,66494,1,2,1,4,1,2,3,"active_promoter"
"AGO1","protein_coding","NC_058375.1",27523891,27561199,"+",27523866,27566226,42361,1,2,1,2,1,2,1,"active_promoter"
"AGO3","protein_coding","NC_058375.1",27566363,27687281,"+",27566226,27699814,133589,1,1,1,1,1,2,0,"active_promoter"
"LOC109502229","lncRNA","NC_058375.1",27701942,27705449,"-",27699814,27705506,5693,1,2,1,2,1,2,1,"active_promoter"
"ADPRS","protein_coding","NC_058375.1",27705634,27712792,"+",27705506,27718579,13074,1,2,1,3,1,2,2,"active_promoter"
"COL8A2","protein_coding","NC_058375.1",27714021,27736531,"-",27732006,27744462,12457,0,0,0,1,0,2,1,"distal_enhancer_only"
"LOC111561706","lncRNA","NC_058375.1",27721065,27726564,"+",27718579,27722434,3856,1,1,1,1,1,2,0,"active_promoter"
"TRAPPC3","protein_coding","NC_058375.1",27747393,27757289,"-",27744462,27757591,13130,2,1,2,2,1,2,0,"active_promoter"
"MAP7D1","protein_coding","NC_058375.1",27762502,27787026,"+",27762462,27763793,1332,1,1,1,1,1,2,0,"active_promoter"
"THRAP3","protein_coding","NC_058375.1",27814232,27891324,"+",27813839,27814683,845,1,1,1,1,2,2,0,"active_promoter"
"LOC123379563","lncRNA","NC_058375.1",27883065,27886955,"-",27874738,27892144,17407,0,1,1,5,0,2,4,"distal_enhancer_only"
"SH3D21","protein_coding","NC_058375.1",27892163,27905727,"+",27892144,27892809,666,1,1,1,1,2,2,0,"active_promoter"
"EVA1B","protein_coding","NC_058375.1",27906539,27908169,"-",27907926,27908940,1015,1,1,0,0,3,2,0,"primed_promoter"
"STK40","protein_coding","NC_058375.1",27914586,27955162,"-",27954913,27963295,8383,1,2,1,2,1,2,1,"active_promoter"
"LSM10","protein_coding","NC_058375.1",27960794,27963385,"-",27963295,27975049,11755,1,1,1,4,1,2,3,"active_promoter"
"OSCP1","protein_coding","NC_058375.1",27972450,27999779,"-",27996097,27999976,3880,1,1,1,1,1,2,0,"active_promoter"
"MRPS15","protein_coding","NC_058375.1",28003816,28010704,"-",28010549,28052066,41518,1,1,1,1,1,2,0,"active_promoter"
"CSF3R","protein_coding","NC_058375.1",28012546,28026313,"-",28010549,28052066,41518,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC111561627","protein_coding","NC_058375.1",28080825,28086227,"-",28076491,28096631,20141,0,0,0,0,0,2,0,"no_active_mark"
"LOC111561943","lncRNA","NC_058375.1",28124478,28125474,"+",28096631,28127537,30907,0,0,0,0,0,2,0,"no_active_mark"
"LOC111561944","lncRNA","NC_058375.1",28139083,28142050,"-",28127537,28181594,54058,0,0,0,5,0,2,5,"distal_enhancer_only"
"LOC109502233","lncRNA","NC_058375.1",28186196,28192529,"+",28181594,28211953,30360,0,0,0,0,0,2,0,"no_active_mark"
"LOC109502231","lncRNA","NC_058375.1",28200273,28212892,"+",28181594,28211953,30360,0,0,0,0,0,2,0,"no_active_mark"
"LOC111561708","lncRNA","NC_058375.1",28202775,28205431,"+",28181594,28211953,30360,0,0,0,0,0,2,0,"no_active_mark"
"LOC109502232","lncRNA","NC_058375.1",28213429,28216728,"-",28211953,28231956,20004,0,1,0,0,0,2,0,"no_active_mark"
"LOC123379362","lncRNA","NC_058375.1",28270496,28272220,"+",28231956,28299944,67989,0,0,0,0,0,2,0,"no_active_mark"
"LOC123379564","lncRNA","NC_058375.1",28287707,28292773,"+",28231956,28299944,67989,0,0,0,0,0,2,0,"no_active_mark"
"GRIK3","protein_coding","NC_058375.1",28293138,28523603,"-",28518619,28527893,9275,1,1,2,2,0,2,0,"active_promoter"
"LOC109502236","lncRNA","NC_058375.1",28309566,28310383,"+",28299944,28359564,59621,0,0,0,0,0,2,0,"no_active_mark"
"LOC109502237","lncRNA","NC_058375.1",28568402,28582260,"+",28530349,28627856,97508,0,1,0,3,0,2,3,"distal_enhancer_only"
"LOC109502238","lncRNA","NC_058375.1",28701884,28707061,"-",28646980,28751734,104755,0,0,0,0,0,2,0,"no_active_mark"
"LOC123379565","lncRNA","NC_058375.1",28786205,28791595,"-",28775867,28807955,32089,0,1,0,0,0,2,0,"no_active_mark"
"LOC109502239","lncRNA","NC_058375.1",28833696,28837098,"-",28807955,28843997,36043,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC109503090","lncRNA","NC_058375.1",28845088,28847779,"+",28843997,28850132,6136,1,1,0,0,1,2,0,"primed_promoter"
"ZC3H12A","protein_coding","NC_058375.1",28911964,28920980,"+",28902575,28911974,9400,1,1,0,2,1,2,2,"primed_promoter"
"MEAF6","protein_coding","NC_058375.1",28921988,28955809,"-",28955771,28973248,17478,1,2,1,2,1,2,1,"active_promoter"
"SNIP1","protein_coding","NC_058375.1",28962171,28973498,"-",28973248,28979549,6302,1,1,1,1,1,2,0,"active_promoter"
"DNALI1","protein_coding","NC_058375.1",28974791,28983410,"+",28973248,28979549,6302,1,1,1,1,1,2,0,"active_promoter"
"GNL2","protein_coding","NC_058375.1",28983370,29009331,"-",28988218,29009587,21370,1,1,2,2,1,2,0,"active_promoter"
"RSPO1","protein_coding","NC_058375.1",29023163,29045379,"-",29009587,29078980,69394,0,2,0,2,0,2,2,"distal_enhancer_only"
"CC1H1orf109","protein_coding","NC_058375.1",29067630,29089906,"-",29089783,29090221,439,1,1,2,2,2,2,0,"active_promoter"
"CDCA8","protein_coding","NC_058375.1",29089983,29104938,"+",29089783,29090221,439,1,1,2,2,2,2,0,"active_promoter"
"EPHA10","protein_coding","NC_058375.1",29109862,29150134,"-",29090221,29171079,80859,0,3,0,2,0,2,2,"distal_enhancer_only"
"LOC109502240","lncRNA","NC_058375.1",29139721,29153695,"+",29090221,29171079,80859,1,3,0,2,0,2,2,"primed_promoter"
"MANEAL","protein_coding","NC_058375.1",29171047,29177588,"+",29090221,29171079,80859,1,3,1,2,1,2,1,"active_promoter"
"YRDC","protein_coding","NC_058375.1",29177387,29181513,"-",29171079,29181937,10859,1,2,1,2,1,2,1,"active_promoter"
"CC1H1orf122","protein_coding","NC_058375.1",29181503,29182785,"+",29171079,29181937,10859,1,2,1,2,1,2,1,"active_promoter"
"MTF1","protein_coding","NC_058375.1",29182893,29229580,"-",29184534,29230008,45475,1,3,1,8,1,2,7,"active_promoter"
"INPP5B","protein_coding","NC_058375.1",29230589,29277829,"-",29250890,29278733,27844,1,2,1,5,1,2,4,"active_promoter"
"LOC111562107","snRNA","NC_058375.1",29235625,29235728,"+",29230008,29250890,20883,0,1,0,2,0,2,2,"distal_enhancer_only"
"LOC109502242","lncRNA","NC_058375.1",29282390,29284726,"+",29278733,29299292,20560,0,1,0,1,0,2,1,"distal_enhancer_only"
"SF3A3","protein_coding","NC_058375.1",29286534,29311778,"-",29311690,29324322,12633,1,3,1,4,1,2,3,"active_promoter"
"FHL3","protein_coding","NC_058375.1",29316285,29324448,"-",29324322,29336920,12599,1,2,1,3,1,2,2,"active_promoter"
"UTP11","protein_coding","NC_058375.1",29329300,29340829,"+",29324322,29336920,12599,1,2,1,3,0,2,2,"active_promoter"
"POU3F1","protein_coding","NC_058375.1",29358661,29361601,"-",29355422,29361606,6185,1,1,2,1,1,2,0,"active_promoter"
"LOC109502243","protein_coding","NC_058375.1",29361563,29430252,"+",29355422,29361606,6185,1,1,2,1,1,2,0,"active_promoter"
"LOC111561628","misc_RNA","NC_058375.1",29407521,29423989,"+",29361606,29437962,76357,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC109502244","lncRNA","NC_058375.1",29430257,29434031,"-",29361606,29437962,76357,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC109502245","lncRNA","NC_058375.1",29739326,29754686,"-",29504686,29763932,259247,0,0,0,1,0,1,1,"distal_enhancer_only"
"LOC109502246","lncRNA","NC_058375.1",29792294,29798153,"-",29763932,29848201,84270,0,1,0,0,0,2,0,"no_active_mark"
"LOC123379566","lncRNA","NC_058375.1",29834795,29847473,"-",29763932,29848201,84270,0,1,0,0,1,2,0,"no_active_mark"
"LOC109502249","lncRNA","NC_058375.1",29850648,29854639,"-",29848201,29858840,10640,0,0,0,0,0,2,0,"no_active_mark"
"LOC109502248","lncRNA","NC_058375.1",29862797,29891911,"-",29858840,30018541,159702,0,3,0,0,0,2,0,"no_active_mark"
"LOC123379567","lncRNA","NC_058375.1",29942595,29949393,"-",29858840,30018541,159702,0,3,0,0,0,2,0,"no_active_mark"
"LOC109502247","lncRNA","NC_058375.1",29959950,30006283,"-",29858840,30018541,159702,1,3,0,0,0,2,0,"primed_promoter"
"LOC123379363","lncRNA","NC_058375.1",30032397,30039061,"+",30018541,30036084,17544,0,1,0,0,0,2,0,"no_active_mark"
"RRAGC","protein_coding","NC_058375.1",30039809,30054856,"-",30054732,30065381,10650,1,2,1,3,1,2,2,"active_promoter"
"LOC102901732","lncRNA","NC_058375.1",30054989,30083835,"+",30054732,30065381,10650,1,2,1,3,1,2,2,"active_promoter"
"LOC101093700","protein_coding","NC_058375.1",30058021,30065963,"-",30065952,30131802,65851,1,2,1,2,2,2,1,"active_promoter"
"GJA9","protein_coding","NC_058375.1",30066425,30068822,"-",30065952,30131802,65851,0,2,0,2,0,2,2,"distal_enhancer_only"
"RHBDL2","protein_coding","NC_058375.1",30073356,30128440,"-",30065952,30131802,65851,1,2,1,2,0,2,1,"active_promoter"
"LOC123379568","lncRNA","NC_058375.1",30153071,30154686,"-",30145759,30154852,9094,1,1,1,1,1,2,0,"active_promoter"
"AKIRIN1","protein_coding","NC_058375.1",30154814,30166045,"+",30145759,30154852,9094,1,1,1,1,1,2,0,"active_promoter"
"LOC109502250","lncRNA","NC_058375.1",30160559,30176761,"-",30154852,30176937,22086,2,3,1,3,1,2,2,"active_promoter"
"NDUFS5","protein_coding","NC_058375.1",30176812,30182514,"+",30154852,30176937,22086,1,3,1,3,1,2,2,"active_promoter"
"MACF1","protein_coding","NC_058375.1",30217707,30549322,"+",30215794,30222403,6610,1,1,1,2,1,2,1,"active_promoter"
"LOC111562037","snRNA","NC_058375.1",30283939,30284045,"-",30258214,30300722,42509,0,2,1,14,0,2,13,"distal_enhancer_only"
"BMP8A","protein_coding","NC_058375.1",30553532,30585280,"+",30524491,30591670,67180,1,1,0,0,0,2,0,"primed_promoter"
"LOC101088562","protein_coding","NC_058375.1",30568600,30570785,"+",30524491,30591670,67180,0,1,0,0,0,2,0,"no_active_mark"
"LOC123379572","lncRNA","NC_058375.1",30571779,30575280,"-",30524491,30591670,67180,0,1,0,0,0,2,0,"no_active_mark"
"LOC105260819","protein_coding","NC_058375.1",30581934,30607042,"-",30591670,30622613,30944,0,2,0,2,0,2,2,"distal_enhancer_only"
"PABPC4","protein_coding","NC_058375.1",30607187,30622618,"-",30622613,30633464,10852,2,3,2,3,1,2,1,"active_promoter"
